$conditionInfo$date$reviewer$Effectiveness$Satisfaction$Ease of Use$Comment
860$Manic-Depression$7/14/2010 7:11:40 PM$Reviewer: 25-34 Female  on Treatment for 1 to 6 months (Patient) $5$5$5$since taking this medication it has been great 
862$Manic-Depression$7/11/2010 6:28:52 PM$Reviewer: Manic164, 35-44 Male  on Treatment for 1 to less than 2 years (Patient) $4$4$5$Saved my life. Rash not a problem at all. Helps keeps things less drastic on the range of ups and downs. But can still have downs a bit extreme. Doesn't restore concentration or help with confusion though. Half life of effect seems pretty short. 
869$Manic-Depression$6/28/2010 2:23:53 PM$Reviewer: Cmartin1973, 35-44 Female  on Treatment for 1 to 6 months (Patient) $5$5$5$Love it, Love it, Love it. Friends and family telling me that I am acting like me again! At 100mg right now, working up to 200mg and going to start weaning off my 450mg of wellbutrin and I am so happy.
872$Manic-Depression$6/21/2010 12:21:18 AM$Reviewer: kimmer, 35-44 Female  on Treatment for 6 months to less than 1 year (Patient) $2$3$3$still got bad prombles in my life no drugs drug free 
874$Manic-Depression$6/18/2010 6:53:56 PM$Reviewer: anonymous_reviewer, 13-18 Female  on Treatment for 5 to less than 10 years (Patient) $4$5$5$"I'm 16 years old and have been taking lamictal since I was eight or nine.  I don't remember what I was taking before it, but I did call the medicine before Lamictal my ""happy pills"". It slowly stopped working, and I went back into crazy ups and downs. I had to be homeschooled during second grade, unable to function in a regular classroom. Because I was a child, my moods kept flipping.

Then I took lamictal. The doses were slowly increased- so slowly- to prevent that rash thing. Now I'm a junior in a public high school, with A's and B's in my classes, a lot of friends, and tons of stability. Lamictal has given me stability for the first time in my life. If my sleep schedule is too off, my pills don't work as well, which is annoying as a teenager. I also suffer from dry mouth, but I prefer it over mood swings and an inability to function."
881$Manic-Depression$5/20/2010 11:28:05 PM$Reviewer: caitycatherine, 25-34 Female  on Treatment for 1 to 6 months (Patient) $5$5$5$"I have my life back.  

I could leave it at that.  But I would like to tell you HOW.

I have been suffering with bipolar 2 for 6 years now.  I literally thought I had become a crazy, worthless person.  I couldn't remember conversations with co-workers and I think I was about to lose my job.  My boss told me to see a psychiatrist.  He is a good guy...I think that was going to be the last attempt for him to help me before firing me.

I used to be a highly functioning person.  I managed to graduate from college with a 3.2 GPA without going to class even 50% of the time.  I loved physical activity and reading and music.

6 years ago everything changed.  I was in a grad program and failed out.  I was going to class and studying constantly but I was having major memory problems.  Then I started having depression, then hypomanic episodes.  I was just a complete mess.

My psychiatrist put me on Lamictal slowly while slowly weaning me off of Lexapro.  Now I am at 400mg daily and I feel wonderful.  I am back to being a highly active, functioning person.  I am me for the first time in 6 years.

My husband is delighted--he only knew me AFTER the bipolar set in.  He has loved me through all of this, but now he is just amazed at what a better person I have become.  Still me, obviously, but without all of the drama.  :-)

Not every drug is right for everyone.  Lamictal was just the one that was right for me.  I am a success story.  I am so happy to have my life back.  "
884$Manic-Depression$5/19/2010 1:35:49 PM$Reviewer: Lowellweeks, 35-44 Male  on Treatment for 1 to less than 2 years (Patient) $3$1$3$Far too many side effects. I can't find words or remember conversions from day to day. Headaches blurred vision. The mental impairment is the worst. This drugs benefits, for me, do not out way thit's side effects.
892$Manic-Depression$5/4/2010 2:49:54 PM$Reviewer: lily, 45-54 Female  on Treatment for 5 to less than 10 years (Patient) $4$4$4$I have been taking Lamictal for 7yrs now. It works great on my mood swings, I am having a problem with my cognitive functions, my short term memory has been affected, I also avoid social situations. On one hand I am not depressed or manic but alone most of the time, this has turned out to be just as devastating as my mania & depression.
895$Manic-Depression$4/28/2010 1:30:49 AM$Reviewer: hope to enjoy one day, 35-44 Female  on Treatment for 1 to 6 months (Patient) $1$1$1$"took Lamictal and had severe side effect. Swollen hands, blurry vision. migraine, resltless sleep and nausua to the point of vomiting. I have taken just about everything for deep depression and PTSD.This has been the most severe reaction of all. Also felt like i had fibermialga for all my nerves acted/shocking feeling after awhile. Still looking...have gone back to the traditional Prozac in larger doses as an alternative for now.
"
897$Manic-Depression$4/25/2010 11:07:43 PM$Reviewer: 19-24 Male  on Treatment for less than 1 month (Patient) $5$1$5$USE WITH CAUTION!!! I personally would not recommend this to anyone.  It put me very near death and I am extremely lucky to be alive (according to the Dr.). I took Lamictal for a month at the age of 21 and it actually was great for my bipolar symptoms.  I had tried so many medications that did not work and Lamictal finally helped.  However, at the end of that first month I rode an ambulance and helicopter to 3 different hospitals and ended up in a burn center.  I suffered burns for head to toe; inside and out.  The palms of my hands and the soles of my feet actually peeled off in whole. The result actually changed my eyesight (I found out later that people actually have gone blind).It was devastating for me, my family, and my friends.  8 years later I still suffer from effects as well as have scars all over my body. I would risk Stevens-Johnson syndrome (my experience caused by the use of Lamictal)for anything.
918$Manic-Depression$3/17/2010 2:43:10 PM$Reviewer: 35-44 Female  on Treatment for 1 to 6 months (Caregiver) $2$2$2$the mania breaks thru at 400mg bid
925$Manic-Depression$3/12/2010 5:13:23 PM$Reviewer: softlee, 13-18 Female  on Treatment for 1 to 6 months (Patient) $1$1$3$I was given lamictal as a mood stabilizer as well and it did not work well for me at all. I saw absolutely no improvement in my mood and irritability. It gave me terrible rashes and the weight gain and possible side effects just created a lot of anxiety for me. They did not give me the correct instructions to never take it at night and it can inhibit sleep and it took my doctor more than a month to figure out what was causing my terrible insomnia! I was put on quite a cocktail of drugs in the meantime to fix my insomnia and anxiety and overall it was just not worth it. It was a combination of incompetence on my doctor's end and the incompatibility of the medication.
928$Manic-Depression$3/5/2010 6:31:31 PM$Reviewer: minipause, 45-54 Female  on Treatment for 2 to less than 5 years (Patient) $4$5$5$I finally was diagnoised with bpd/depression when I was 50 yrs old. Up til then i was only treated for depression. I of course tried many bpd medications and lamictal was the only one to finally help and did almost immediately now after getting up to 75 mg and 6 months of 20 mg of celexa I'm moving up to 100 of lamictal and 40 of celexa.  I'm look forward to the balance of emotions that I need especially with my husband being terminally ill its hard to control depression right now. But the mania is so much better!!!!
932$Manic-Depression$3/4/2010 1:00:29 AM$Reviewer: Sarah, 25-34 Female  on Treatment for 6 months to less than 1 year (Caregiver) $1$1$3$"Took the maintenance dose for half a year. The following side effects were experienced: yawning constantly/eyes watering, fatigue/tired/ emotional numbing, easily bruising/petechiae down both of my arms quite often, weight gain.  You might think that ""emotional numbing"" would be an appropriate result for this indication (suspected bipolar); however, just a couple weeks after all the medications were out of my system I was much happier and felt a *normal* range of emotions again.  Have not taken drugs since (5 yrs) and have been fine and successful, looking to get into med school.  Worse (and common) side effect: cognitive/memory impairment- to the point of very frequently having my mind go blank during conversations or contemplating things, also my short term memory was shot. I do not see how one could take this drug and ""function"" (really live).  Be wary of this diagnosis in the first place- demand that any organic medical cause (especially thyroid disease as it features psychiatric symptoms) be found and treated first, and optimize your diet and lifestyle. Best wishes."
933$Manic-Depression$3/3/2010 1:26:52 AM$Reviewer: happymoreoften, 35-44 Female  on Treatment for 2 to less than 5 years (Patient) $5$5$5$I have been on this med for almost four years now.Doctor put me on it while I was pregnant.  Has helped greatly with mood swings and feelings of depression.  I am now on a mix of Depakote, Lamictal, Invega and Citalopram.  I've been many mixes oer the years but the one constant has been Lamictal.  Very pleased with this med.
941$Manic-Depression$2/9/2010 4:43:12 PM$Reviewer: JAN, 45-54 Female  on Treatment for less than 1 month (Patient) $1$1$4$
953$Manic-Depression$1/26/2010 11:47:52 PM$Reviewer: 45-54 Female  on Treatment for 1 to less than 2 years (Patient) $5$5$5$
962$Manic-Depression$1/19/2010 11:25:55 AM$Reviewer: 19-24 Female  on Treatment for 1 to 6 months (Patient) $5$5$5$"this med has been great for me. no more crazy ups and downs. ive been on it for 4 months and take 150mg a day. best drug ive tried
"
964$Manic-Depression$1/12/2010 1:43:21 PM$Reviewer: sue, 55-64 Female  on Treatment for 6 months to less than 1 year (Patient) $5$5$5$
966$Manic-Depression$1/11/2010 11:02:57 AM$Reviewer: mthrtresa, 45-54 Female  on Treatment for 5 to less than 10 years (Patient) $5$5$5$I have severe Bipolar 1.  This medicine has helped control my mania-depression to a certain extent.  I do not take the higher recommended dose due to the fact that I would not be able to function.  
974$Manic-Depression$1/1/2010 12:10:42 PM$Reviewer: Wendy, 35-44 Female  on Treatment for 1 to less than 2 years (Patient) $3$3$4$"After being ""hospitalized"" I finally got the proper diagnosis. My shrink started me on lamictal and it worked in leveling out moods but after a few months it seemed to not work as well. I have started taking lithium in combination and find that wonderful for stability emotionally. I have been having some side effects from the lithium where I had none just taking the Lamictal. Everyone is different and you never know if a med will help unless you try it. I had been on many different meds over the years and most either didn't work or had stopped working over time. I think is all just trial and error."
977$Manic-Depression$12/26/2009 10:40:15 AM$Reviewer: linrathmann, 45-54 Female  on Treatment for 6 months to less than 1 year (Caregiver) $1$1$2$continued manic.depressive disorder, high sex drive
990$Manic-Depression$11/21/2009 12:11:34 PM$Reviewer: jonigrl52, 55-64 Female  on Treatment for 1 to less than 2 years (Patient) $5$5$5$This d along with Cymbalta hs saved my life!!! I was undiagnosed AND suffering o 50+ yeras until hospitalized in 2008..my shrink diagnosed me as manic-depressive and put me on Lamictal. I culd not believe how good I bega to feel--it does take a few mths but the result is well wort it!!!
994$Manic-Depression$11/17/2009 9:44:25 PM$Reviewer: leezard, 45-54 Female  on Treatment for 6 months to less than 1 year (Patient) $3$2$3$i have been on this for appr.6 months.it seemed to help for a while but had to add more meds.i have depression,anxiety,bipolar and gee,theres prolly more.i just cant remember them all.anywas,one thing i believe its giving me is a very bloated stomach.i am gonna see if my doc wil ween me off it.i will come back and let you all know.good luck to you all!!
1004$Manic-Depression$11/4/2009 12:24:50 AM$Reviewer: 13-18 Female  on Treatment for 1 to 6 months (Caregiver) $5$5$5$This medication has been a godsend for my daughter. She takes this along with Seroquel for Bipolar Type 1. She was in danger of becoming a dropout before this was brought under control. Still not sure that we have the levels right, but it has made a HUGE difference in her and her quality of life.
1009$Manic-Depression$10/28/2009 7:45:34 PM$Reviewer: 35-44 Female  on Treatment for less than 1 month (Patient) $3$1$4$
1041$Manic-Depression$9/19/2009 4:04:14 PM$Reviewer: 19-24 Female  on Treatment for less than 1 month (Patient) $5$5$4$This drug has really helped me climb out of my suicidal depression. I am now able to cope with daily life in a way i haven't been able to in years. The only down side of lamictal for me has been that i need to take clonazepam in the evenings to fall asleep. 
1060$Manic-Depression$8/15/2009 4:13:52 PM$Reviewer: 25-34 Female  on Treatment for 1 to 6 months (Patient) $1$1$3$This medication does not work at all, only making me more mean, I tried to use it with another medication for biopolar, useless.
1070$Manic-Depression$8/3/2009 4:55:05 AM$Reviewer: 19-24 Female  on Treatment for 1 to 6 months (Patient) $4$4$5$so far this medication has done it's job my moods have started to balance out with out takeing away my over all personality. which is uncommon for most bipolar medications.
1085$Manic-Depression$7/12/2009 7:11:31 PM$Reviewer: 25-34 Female  on Treatment for less than 1 month (Patient) $1$1$1$
1095$Manic-Depression$6/25/2009 6:11:59 PM$Reviewer: 45-54 Female  on Treatment for 2 to less than 5 years (Patient) $5$5$5$This is the medication that finally helped level my mood with Bipolar II. I am depression free for the first time in 25 years.
1097$Manic-Depression$6/18/2009 4:16:05 PM$Reviewer: good gums, 45-54 Female  on Treatment for less than 1 month (Patient) $2$2$2$i have been on this med for two weeks. Still on starter pack. Interested to see reviews.
1102$Manic-Depression$6/17/2009 11:05:16 PM$Reviewer: 35-44 Female  on Treatment for 1 to less than 2 years (Patient) $5$5$5$Lamictal is the only medicine I have ever used that has actually stopped the music and fighting I have experienced for years. I would highly recommend it. My doctor said I have a medium tolerance for medication so I have tried many treatments over the last 20 years. So far, lamictal has been very effective for me over a year now.
1105$Manic-Depression$6/15/2009 2:21:49 AM$Reviewer: lostsoul69, 45-54 Male  on Treatment for 6 months to less than 1 year (Patient) $5$5$5$"I was diagnosed as bipolar(manic/depressive)on 10/23/2008. I was prescribed lamotrigine and seroquel. I was slowly brought up to 100 mg. I started cycling rapidly in December. My depression cycle wasn't nearly as depressed as usual(always dreaded the down side.)My practitioner went over how and when I was to take seroquel and increased my Seroquel dose to 100mg, but left my lamotrigine dose at 100mg since it seemed to be working for the depressive episodes . In the 5th month i had an extremely mean manic episode for three days, followed by 2 days of extreme depression where I couldn't leave the house without crying, pretty much, the whole time I was out. My dose was increased to  200mg/day and my seroquel was also increased to 200mg. Within a month I felt better and I finally am thinking more clearly. I'm starting to think I can trust my own judgement again. 
I believe I have finally found the dose that works for me. My manic episodes are usualy the opposite of the way I should be feeling in certain situations.
I do have an increase of appetite and only in the past 2 months did I gain 10 lbs. There are other factors that may be the reason for this. By keeping in mind that it increases appetite I watch my portions and try to avoid snacking. Difficult but doable. 
During the first 5-6 months I would get really drowsy but I had changed from a 2nd shift job to a 3rd shift one. now that I'm unemployed I have a better sleep pattern and  I no longer get as drowsy.
In summary I am very happy with the combinatio and dose of my meds. Keep in mind every one is different. Most importantly take them faithfully. I had some problems when I'd miss a few doses. I am afraid not to take them."
1124$Manic-Depression$5/28/2009 5:03:28 PM$Reviewer: 35-44 Female  (Patient) $5$5$5$This medication has really stabilized my mood swings. If I forget to take the medication, my mood quickly changes, and it is obvious to others that I am off my meds.
1126$Manic-Depression$5/27/2009 9:10:45 PM$Reviewer: oldbroad72, 35-44 Female  on Treatment for 5 to less than 10 years (Patient) $5$5$5$"While on Lamictal, I have YET to experience negative side effects of any kind. This medication has mellowed me out where I can function and am easier to be around.

My body doesn't respond to most generics, and Lamotrigine is one of them (unfortunately), so I may have to find another way to get the ""real deal"" again. I've been on Lamictal 5 years now. I know I'll get kidney failure eventually, but maybe then, there'll be something even better out."
1127$Manic-Depression$5/27/2009 2:32:08 AM$Reviewer: 19-24 Female  on Treatment for 2 to less than 5 years (Patient) $3$1$3$I've taken Lamictal for over two years now. I went up to 300 mgs and felt great for about a year. It started to make me feel weird after a while so we lowered the dose. Felt a little better. When i finally mellowed out a year later i decided that i felt fine so i wanted to get off this drug. After my doctor slowing weening me off about two months later i tried to commit suicide... twice. Needless to say i'm back on the drug and yes its helped me but i will have to take this medication for the rest of my life. Look into other options if you can first.
1131$Manic-Depression$5/21/2009 12:41:37 AM$Reviewer: EmmyRuth, 19-24 Female  on Treatment for 1 to less than 2 years (Patient) $5$3$5$I absolutely LOVED this medication!  It worked very very well for me for the treatment of depression. However, after about 1.5 years on Lamictal, i started noticing really odd bruises all over my body and easy bruising.  After about a month after seeing many docs, we finally figured out that it was a rare side effect of the Lamictal.  Now I'm on Lithium and Abilify, still not as happy with them as i was on the Lamictal.  If you notice any of those symptoms, don't hesitate, call your doc!
1133$Manic-Depression$5/19/2009 7:29:53 PM$Reviewer: MarieinNC, 25-34 Female  on Treatment for 6 months to less than 1 year (Patient) $4$3$3$I take it once a day and I feel okay...but...I am noticing little things that are annoying: tension, blurry eyes, ibs (which I never had before), wild vivid dreams, sleep walking/talking.  I have bi-polar disorder & was first given lithium which was worse..are there any other options out there?
1140$Manic-Depression$5/7/2009 1:22:33 PM$Reviewer: xrftouchoflove, 19-24 Female  on Treatment for 6 months to less than 1 year (Patient) $5$5$4$
1143$Manic-Depression$4/29/2009 2:37:59 AM$Reviewer: heleng419, 45-54 Female  on Treatment for 1 to less than 2 years (Patient) $5$5$5$I have been on this med. for a year now. I have bi-polar, acute anixity, acute depression. I am up to 200mg. but the dr. said if I felt like this wasn't enough to take 225mg.  I hope that is works for everyone else like it has for me. I am also on 25mg of lexapro.
1145$Manic-Depression$4/28/2009 1:20:31 PM$Reviewer: digdug113, 35-44 Male  on Treatment for 5 to less than 10 years (Patient) $4$3$4$"I am bi-polar and obsessive compulsive.  Lamictal has been a life saver in my life.  Unfortunately, I recently became unemployed after 8 years of awesome insurance for mental health.  On unemployment, I can no longer afford the medication with my out-of-pocket insurance (which does not allow for mental health visits).  I'll be visiting a doctor shortly to review my medication.  I take Lamictal along with Paxil and it has made a tremendous difference in my life as I am now very functional, although I still have to cope with bouts of depression and OCD ""outbreaks""."
1146$Manic-Depression$4/26/2009 8:53:02 AM$Reviewer: willowangel, 35-44 Female  on Treatment for 1 to 6 months (Patient) $4$5$5$I have been on Lamictal from 2 1/2 months at 150 mg about to move to 200mg. I have a only 2 major episodes while on this medication. I do have night sweats and vivid dreams but no nightmares. If u are cuurently taking this medication the results are not overnight, I strongly recommend u read, write and there is HOPE. Talk to your M.D. and always be true to yourself. 
1155$Manic-Depression$4/8/2009 10:58:03 AM$Reviewer: jim, 55-64 Male  on Treatment for 2 to less than 5 years (Patient) $3$3$4$sometimes it works other times no. i feel at this time i may have to switch to another medication. i have been taken lamictal for 2 years. it seems the longer i take it my body system  rejects it. i always think the worst and it happens. i put myself down all the time and i think that that every human should be like me.i really do not sleep well. i go to bed early in the evening so i can get enough sleep.
1159$Manic-Depression$3/31/2009 9:59:00 AM$Reviewer: 25-34 Male  on Treatment for 1 to less than 2 years (Patient) $5$5$4$The drug has changed my life.  My mood swings are more rare, and are less severe when they do occur.  I am for the first time able to maintain a healthy relationship with a partner, and can make future plans without the semi-subconscious fear that I will be unable to comfortably function on that particular day.  I sometimes feel like my artistic creativity has been diminished, but so far I believe the benefits outweigh anything that has been lost.  Remembering to take the medication each day at the same time is sometimes difficult, especially because I often keep irregular hours.
1160$Manic-Depression$3/31/2009 8:46:55 AM$Reviewer: Anonymous, 25-34 Female  on Treatment for 2 to less than 5 years (Patient) $3$1$1$"This medication makes me irritable, aggressive and dizzy.  It's supposed to last for 24 hours, yet seems to run out of my system about every four hours.  After the fourth hour I start to have speech problems, disorientation, and my head starts to shake as though I have a neuromuscular problem.  Also, whereas I used to have a great memory and was able to think quickly and clearly most of the time, I now find myself being very spacey, having a hard time remembering things and generally being discombobulated.  When I've tried, with my doctors plan of slowly weening me off the medication, I've felt so desperately horrible that I've had to get right back on it.  This is a horrible drug and I am really in despair.  How am I suppose to get off of this medication and still be able to work?  I think this must be what a drug addict must go through when experiencing withdrawal.  I hate this drug and feel trapped in it.  The company denies that I could be experiencing any of these symptoms from this medication even though I never had these symptoms until I began taking the medication.  Lovely.  Of course they must be correct.  I must be imagining the symptoms.  According to their studies, I must be...  I must rethink this situation.  I think they need to give me a tape with subliminal messages saying ""I feel great.  I feel wonderful.  I'm not dizzy.  My speech is fine.  I'm not irritable.  I can think clearly and quickly.  No one sees my head shaking.  Life is goooooooooood."""
1164$Manic-Depression$3/28/2009 6:52:26 PM$Reviewer: polarbear101, 25-34 Male  on Treatment for less than 1 month (Patient) $1$1$2$Lamictal was taken to my detriment. I've yet to find a treatment that doesn't disappoint.
1176$Manic-Depression$3/16/2009 3:18:02 PM$Reviewer: 45-54 Male  on Treatment for less than 1 month (Patient) $4$3$5$My wife was put on lamictal for depression and got very angry and committed suicide. I'm now on it for depression which I've never had. No bad side effects but still get deppressed.
1181$Manic-Depression$3/11/2009 12:21:42 AM$Reviewer: 25-34 Female  on Treatment for 1 to less than 2 years (Patient) $5$5$5$I've been on Lamictal for over a year now & recently switched to the generic for a few months, since my insurance would now cover the generic, and the generic (Lamotrigine) did not work the same for me as the brand name.  So, I switched back and spend the extra money every month to get ME back.  I prefer the brand name, but it's very expensive if you don't have insurance.  I also take a couple meds for GAD and they all seem to work fine all together.  If you try the generic & it works for you, great!  It just didn't work for me.
1187$Manic-Depression$3/5/2009 8:52:12 AM$Reviewer: 25-34 Female  on Treatment for 6 months to less than 1 year (Patient) $4$4$4$
1195$Manic-Depression$2/23/2009 12:37:18 PM$Reviewer: simhack, 35-44 Female  on Treatment for 1 to less than 2 years (Patient) $5$4$5$I suffer from clinica depression, I began lamictal 200mg fall 2007 and what a relief.  For years I have suffered, now I finally feel normal.
1207$Manic-Depression$2/7/2009 5:54:47 AM$Reviewer: 45-54 on Treatment for 5 to less than 10 years (Patient) $5$5$5$I have been taking the brand name for 8 years, just switched to the generic. The generic is NOT the same. I had a few manic episodes. It took me a month to get used to the generic. But now I am fine.
1209$Manic-Depression$2/5/2009 8:20:27 PM$Reviewer: karen, 45-54 Female  on Treatment for 6 months to less than 1 year (Patient) $4$3$4$I too have issues with balance, Sever rashes to where I almost itch my skin off and very dry mouth..I was put on a higher dose last month and will see if lowering my does will help..but all in all it helps alot!
1211$Manic-Depression$2/3/2009 4:04:36 AM$Reviewer: mrs.may, 35-44 Female  on Treatment for 2 to less than 5 years (Patient) $5$5$4$I had been put on lamictal a couple years ago it made me feel great so great i thought i could do without it but i can't and thats ok because this is the most effeive drug that i have used to treat my bi-polar it truley is a miricle pill for me.
1215$Manic-Depression$1/25/2009 9:56:56 PM$Reviewer: 19-24 Female  on Treatment for 1 to less than 2 years (Patient) $4$5$5$"Lamictal is a great drug. I have been taking it for 2 years (going off it briefly for about 4 months) and it has been the only drug which is effective in curbing my moods. I still suffer from my condition ALOT, but I am much, much less dysfunctional than when I am off my medication. I still experience mania and depression, but to a lesser extent. Granted, I have been determined as being ""very difficult to treat"" but even so, I am very happy with the results.

Note: although I have supplemented it with other drugs, I find that it works just as well on it's own. "
1216$Manic-Depression$1/25/2009 2:34:56 PM$Reviewer: dessertschef, 45-54 Female  on Treatment for 1 to 6 months (Patient) $3$1$3$I took this medicine for three months and it seemed to help for a few weeks. But I continued to experience depression and uncontrollable rages. Also, I gained 30+ pounds while taking this medication. Going to try Depakote next. 
1218$Manic-Depression$1/24/2009 1:34:58 PM$Reviewer: Ness, 45-54 Female  on Treatment for 6 months to less than 1 year (Patient) $5$5$5$"Exoensive
I stoppped taking it for a week, due to the cost, and began feeling restless and depressed. Am beginning it again today. Will start at a lower dose since I have been off a while. Overall very effective for my issues."
1219$Manic-Depression$1/24/2009 1:34:17 PM$Reviewer: Patty, 55-64 Female  on Treatment for 1 to less than 2 years (Patient) $5$5$5$Lamictal has been working for me & I have been on it for a couple of years now. It's a great mood sabablelizer for Manic Depressive people.No side effects of weight gain @ all.My daughter's on it as well for her Depression.
1221$Manic-Depression$1/23/2009 12:39:07 PM$Reviewer: anon, 25-34 Male  on Treatment for 2 to less than 5 years (Patient) $5$5$4$I've been on Lamictal for almost 2 yrs and it has really smoothed the road for my Bipolar disorder. My Dr made it clear that it's not a wonder drug that would magically make my symptoms disappear, but it would delay and muffle the cyclic nature of Bipolar and the severity of my mood swings. That being considered, this treatment has been very effective. My experience with the side effects have been: disorientation, some short term memory loss, blurred vision and vertigo. None severe enough, in my opinion, to stop taking the meds. My relationship with my wife has turned around completely!
1222$Manic-Depression$1/23/2009 5:25:38 AM$Reviewer: 35-44 Female  on Treatment for 1 to 6 months (Patient) $1$1$5$I've been using this since Dec 12th and have noticed not ONE single change. I'm still manic, I still have to take xanax and I'm still all over the place in my head and house
1225$Manic-Depression$1/20/2009 8:38:29 AM$Reviewer: 35-44 Female  on Treatment for 6 months to less than 1 year (Caregiver) $3$1$4$My son who is 11 years old has had a bad reaction to it. He has severe dizzines and has fallen down alot because of it. I don't recemend this for children.
1251$Manic-Depression$12/20/2008 11:44:58 AM$Reviewer: frieda1434, 55-64 Female  on Treatment for less than 1 month (Patient) $3$2$2$
1252$Manic-Depression$12/19/2008 12:55:16 AM$Reviewer: Mini B, 25-34 Female  on Treatment for 1 to 6 months (Patient) $4$4$5$"I have been slowly increasing my dose for the last 6 weeks and I can already tell a difference.  I have focus that I have NEVER had before.  I also have energy (not bouncing off the walls energy) but the healthy kind where I have ambition to get things done and tasks don't seem so overwhelming anymore!  I had read another review that the generic brand did not work for them and I can tell you that is not all in your head!!!  I took generic wellbutrin (TEVA) and had a horrible, terrifying experience with it!! I would highly reccomend people stay away from any drugs made by TEVA!! There is a program called ""Bridges to Access"" where if you don't have prescription coverage and meet the income guidelines, you may be able to receive the name brand drugs for a small or no co-pay.  Just wanted to inform people of that because doctors and pharmacists often don't!!  "
1264$Manic-Depression$12/1/2008 1:53:57 PM$Reviewer: 35-44 Female  on Treatment for 6 months to less than 1 year (Patient) $3$3$5$Was helping stabilize my moods, but then broke out in a rash, so I had to stop taking it. I think it would have helped even more overtime and with regular increases. Would recommend to anyone.
1269$Manic-Depression$11/25/2008 9:37:27 AM$Reviewer: 45-54 Female  (Patient) $3$3$5$i am on the 5th week of the starter pack and have a problem that is new to me. i stretch all night. not a little but huge stretches. in the morning it stops as soon as i am fully awake. my muscles hurt so much. i feel like i have been exercising all night. it's just so painful. anyone else with this problem? sure could use some help. the doctor just passed it off as either not serious or from something else. i havn't taken anything else new in years. i really need help please.
1273$Manic-Depression$11/15/2008 4:06:31 AM$Reviewer: Kimerz, 45-54 Female  on Treatment for 1 to less than 2 years (Patient) $3$3$5$I am 48 yrs old and have been on Lamictal for 23 mos. Over the past 20 yrs I have been diagnosed as having manic-depression, OCD, anxiety attacks, and most recently ADD. I take 200 mg of Lamictal in the morning, along with Buspirone (anxiety) and Dextroamphetamine (ADD). Occasionally I experienced a loss in my sense of balance, blurred vision, insomnia, and lower back pain. In the past 6 mos. these symptoms have become more intense, especially the back/hip pain and inability to fall sleep at night, as well as now experiencing some hair loss and a loss in my ability to concentrate. My psychiatrist felt this was due to stress, but I have become concerned after reading more about the drugs I am taking. My family physician does not feel there is any danger in the combination of pills I am taking, but also recommended that I trust my body's reactions. If I miss taking my meds for just one day, I am lethargic, sleepy, cranky and feel ill usually within 2-3 hours. When this happens on a weekend day, I will hole myself up and not leave the house. After reading all of the posts on this site, I want to see about talking with another pyschiatrist and the possibility of going off this medication. Please remember this is just my experience with Lamictal and besides the other medications, I'm sure there are many other variables in my situation. 
1274$Manic-Depression$11/19/2008 9:56:35 PM$Reviewer: LovinLifeNow, 25-34 Female  on Treatment for 2 to less than 5 years (Patient) $5$5$5$I take 250mg of Lamictal a day along w/300 mg of Effexor.  Sounds like alot, but I have a high tolerance for pain and drugs.  Been on both for 4 years now - increased dose from 200 to 250 after coming off of meds during a pregnancy.  Was diagnosed bipolar at the age of 29 when mania set in. I love it - saved my life and my husbands. He had actually attempted suicide a few times before I was able to convince him to go to the doctor. He had social anxiety as well (which I think all bipolar people have).  You can't miss a pill and expect it to work - kind of like birth control. But the daily pill is worth the happiness, satisfaction and focus it brings to your life. I feel normal for the 1st time in my life.  I recently started taking the generic when it became available (so much cheaper), but after reading other's comments I think I'm going to go back to brand name.  I've been itching like crazy too - thought it was allergies.  And my mood swings have been wider with a poorer attention span.  I go to the doctor in a couple of days and was going to ask for a higher dose - I think switching back to name brand will relieve the new symptoms.  When I did quit taking the meds for my pregnancy I was so miserable - the only thing that kept alive were the babies inside me.  Had twins and didn't hold them but once or twice for the first week.  If anyone out there has stayed on lamictal throughout a prenancy (with or without issues) I would love to hear from you.  I want to try for another baby, but I'm not sure I (or my husbandd) can make it w/out the medicine. Good luck to all, I know how hard it is to find the right combo of drugs.  Just don't give up.
1290$Manic-Depression$10/26/2008 5:35:14 PM$Reviewer: kingkrab, 45-54 Female  on Treatment for 2 to less than 5 years (Patient) $4$4$4$"This medicine has been a life saver, however, when I recently switched to the generic (Teva),I'm dizzy, have mental fog and groggy.  I'm switching back to the brand name asap.

I'm glad I'm not the only one who has had side effects from the generic.


"
1298$Manic-Depression$10/22/2008 10:51:09 AM$Reviewer: 19-24 Female  on Treatment for 2 to less than 5 years (Patient) $5$5$5$I have both Bipolar I Manic, epilepsy, ADHD, and OCD. I love having to take 1 medication to treat both Bipolar and epilepsy. I have been on this medication off and on for about 3 years.  I was taking Lamictal and then switched to Depakote then switched back to Lamictal because the side effects of Depakote were that bad.  I take 200mg 2X a day and it has totally controlled my seizures.  I have some dizziness still but that's because all of my medications may cause dizziness.  It hasn't totally controlled my Bipolar so I am also on Geodon and Prozac.  Since April I have been doing really well.  I have never taken Lithium but my sister has and she has warned me to never let my doctors put me on that.  I haven't really had any bad side effects from Lamictal so I am very pleased with it.
